Ticker,Date,Open,High,Low,Close,Volume,Open Interest
ALFFF,20031017,2.42671,2.42671,2.42671,2.42671,350000,2.42671
ALFFF,20031020,2.46001,2.55000,2.46001,2.55000,115400,2.55000
ALFFF,20031021,2.55000,2.56400,2.50000,2.50000,56100,2.50000
ALFFF,20031031,2.65001,2.65001,2.65001,2.65001,4900,2.65001
ALFFF,20031104,2.85000,2.85000,2.85000,2.85000,364400,2.85000
ALFFF,20031107,2.98001,2.98001,2.98001,2.98001,493800,2.98001
ALFFF,20031110,2.99001,2.99001,2.99001,2.99001,301800,2.99001
ALFFF,20031111,2.98001,2.98001,2.98001,2.98001,154300,2.98001
ALFFF,20031113,2.98001,3.06000,2.98001,2.98001,647700,2.98001
ALFFF,20031119,2.95001,2.95001,2.93001,2.95001,600,2.95001
ALFFF,20031205,3.05000,3.05000,3.05000,3.05000,3458,3.05000
ALFFF,20031208,3.03000,3.03000,3.03000,3.03000,13506,3.03000
ALFFF,20031209,3.04000,3.04000,3.04000,3.04000,114,3.04000
ALFFF,20031211,3.00000,3.00000,3.00000,3.00000,292,3.00000
ALFFF,20031212,3.00000,3.00000,3.00000,3.00000,3458,3.00000
ALFFF,20031215,2.85000,2.85000,2.85000,2.85000,206,2.85000
ALFFF,20031216,2.75000,2.75000,2.75000,2.75000,1000,2.75000
ALFFF,20031217,2.85000,2.85000,2.85000,2.85000,100,2.85000
ALFFF,20040120,3.75000,3.75000,3.75000,3.75000,762,3.75000
ALFFF,20040121,3.80000,3.80000,3.80000,3.80000,200,3.80000
ALFFF,20040122,3.65001,3.65001,3.65001,3.65001,1382,3.65001
ALFFF,20040123,3.55000,3.55000,3.55000,3.55000,300,3.55000
ALFFF,20040126,3.73500,3.73500,3.73500,3.73500,10790,3.73500
ALFFF,20040128,3.83000,3.85000,3.83000,3.85000,7470,3.85000
ALFFF,20040202,3.75000,3.75000,3.75000,3.75000,2200,3.75000
ALFFF,20040206,3.75000,3.75000,3.75000,3.75000,100,3.75000
ALFFF,20040212,3.73041,3.73041,3.73041,3.73041,300000,3.73041
ALFFF,20040213,3.65001,3.65001,3.65001,3.65001,2382,3.65001
ALFFF,20040303,3.65001,3.65001,3.65001,3.65001,346,3.65001
ALFFF,20040309,3.60000,3.60000,3.60000,3.60000,418,3.60000
ALFFF,20040331,3.65001,3.65001,3.65001,3.65001,2776,3.65001
ALFFF,20040402,3.80000,3.80000,3.80000,3.80000,500,3.80000
ALFFF,20040429,3.45001,3.45001,3.41001,3.41001,31700,3.41001
ALFFF,20040504,3.42001,3.42001,3.42001,3.42001,15042,3.42001
ALFFF,20040510,3.15001,3.15001,3.15001,3.15001,1500,3.15001
ALFFF,20040524,3.06501,3.06501,3.06501,3.06501,346,3.06501
ALFFF,20040527,3.20001,3.20001,3.20001,3.20001,346,3.20001
ALFFF,20040528,3.20001,3.25000,3.20001,3.25000,34000,3.25000
ALFFF,20040616,3.39801,3.39801,3.39801,3.39801,5500,3.39801
ALFFF,20040623,3.25000,3.25000,3.25000,3.25000,1000,3.25000
ALFFF,20040701,3.30000,3.30000,3.30000,3.30000,1918,3.30000
ALFFF,20040712,3.24001,3.24001,3.24001,3.24001,116,3.24001
ALFFF,20040714,3.17001,3.17001,3.17001,3.17001,24066,3.17001
ALFFF,20040728,3.20001,3.20001,3.20001,3.20001,3500,3.20001
ALFFF,20040730,3.20001,3.20001,3.20001,3.20001,100,3.20001
ALFFF,20040813,3.10000,3.10000,3.10000,3.10000,1000,3.10000
ALFFF,20040825,3.15001,3.15001,3.15001,3.15001,26254,3.15001
ALFFF,20040830,3.20931,3.21461,3.20931,3.20931,52500,3.20931
ALFFF,20040902,3.20931,3.25000,3.20001,3.25000,4668,3.25000
ALFFF,20040908,3.40001,3.60000,3.40001,3.60000,870,3.60000
ALFFF,20040909,3.40001,3.40001,3.35000,3.35000,11254,3.35000
ALFFF,20040913,3.43511,3.43511,3.43511,3.43511,115000,3.43511
ALFFF,20040920,3.50000,3.50000,3.50000,3.50000,500,3.50000
ALFFF,20040921,3.54000,3.54000,3.54000,3.54000,1300,3.54000
ALFFF,20040924,3.45001,3.45001,3.45001,3.45001,300,3.45001
ALFFF,20040929,3.70001,3.70001,3.70001,3.70001,432,3.70001
ALFFF,20041004,3.88200,3.88200,3.88200,3.88200,19000,3.88200
ALFFF,20041011,3.60000,3.60000,3.60000,3.60000,16348,3.60000
ALFFF,20041012,3.70001,3.70001,3.70001,3.70001,3000,3.70001
ALFFF,20041015,3.65001,3.65001,3.65001,3.65001,500,3.65001
ALFFF,20041021,3.75000,3.75000,3.75000,3.75000,2000,3.75000
