Ticker,Date,Open,High,Low,Close,Volume,Open Interest
AEEI,20031021,0.00301,0.00301,0.00301,0.00301,31000,0.00301
AEEI,20031023,0.00301,0.00500,0.00301,0.00500,53800,0.00500
AEEI,20031024,0.00601,0.01000,0.00500,0.00500,54000,0.00500
AEEI,20031030,0.00301,0.00301,0.00301,0.00301,100,0.00301
AEEI,20031103,0.00301,0.00500,0.00301,0.00500,9500,0.00500
AEEI,20031105,0.00301,0.00301,0.00301,0.00301,700,0.00301
AEEI,20031106,0.00301,0.00500,0.00201,0.00301,389900,0.00301
AEEI,20031110,0.00201,0.00201,0.00201,0.00201,2000,0.00201
AEEI,20031112,0.00201,0.00201,0.00201,0.00201,4000,0.00201
AEEI,20031113,0.00201,0.00201,0.00201,0.00201,100,0.00201
AEEI,20031117,0.00201,0.00201,0.00201,0.00201,5766,0.00201
AEEI,20031118,0.00201,0.00201,0.00201,0.00201,350,0.00201
AEEI,20031128,0.00201,0.00201,0.00201,0.00201,6500,0.00201
AEEI,20031201,0.00201,0.00201,0.00201,0.00201,5600,0.00201
AEEI,20031202,0.00201,0.00201,0.00201,0.00201,1700,0.00201
AEEI,20031203,0.00250,0.00601,0.00250,0.00601,111000,0.00601
AEEI,20031204,0.01000,0.02501,0.00900,0.02200,340222,0.02200
AEEI,20031205,0.02501,0.03501,0.02000,0.02000,185700,0.02000
AEEI,20031208,0.02000,0.02061,0.01000,0.01000,95500,0.01000
AEEI,20031209,0.00900,0.00900,0.00601,0.00601,6000,0.00601
AEEI,20031210,0.00601,0.00801,0.00601,0.00801,26226,0.00801
AEEI,20031211,0.02000,0.02000,0.02000,0.02000,30000,0.02000
AEEI,20031212,0.01000,0.01000,0.01000,0.01000,3150,0.01000
AEEI,20031215,0.01000,0.01000,0.01000,0.01000,7500,0.01000
AEEI,20031216,0.01000,0.01000,0.01000,0.01000,200,0.01000
AEEI,20031217,0.01000,0.02000,0.01000,0.01000,27270,0.01000
AEEI,20031218,0.01000,0.01000,0.00401,0.00401,221700,0.00401
AEEI,20031219,0.00801,0.00801,0.00750,0.00750,65000,0.00750
AEEI,20031222,0.00601,0.00601,0.00601,0.00601,5500,0.00601
AEEI,20031223,0.00601,0.00601,0.00601,0.00601,15000,0.00601
AEEI,20031224,0.00301,0.00301,0.00301,0.00301,25000,0.00301
AEEI,20031229,0.00401,0.00401,0.00401,0.00401,20350,0.00401
AEEI,20031230,0.00401,0.00401,0.00401,0.00401,4200,0.00401
AEEI,20031231,0.00401,0.00401,0.00401,0.00401,980,0.00401
AEEI,20040102,0.00401,0.00401,0.00401,0.00401,1500,0.00401
AEEI,20040109,0.00401,0.00401,0.00401,0.00401,4200,0.00401
AEEI,20040121,0.00701,0.00701,0.00701,0.00701,500,0.00701
AEEI,20040206,0.00900,0.00900,0.00900,0.00900,256,0.00900
AEEI,20040209,0.00900,0.00900,0.00900,0.00900,150,0.00900
AEEI,20040210,0.00900,0.00900,0.00900,0.00900,1300,0.00900
AEEI,20040211,0.00900,0.00900,0.00900,0.00900,1680,0.00900
AEEI,20040213,0.00900,0.00900,0.00900,0.00900,10000,0.00900
AEEI,20040217,0.01000,0.01000,0.01000,0.01000,19900,0.01000
AEEI,20040219,0.01000,0.01000,0.01000,0.01000,5000,0.01000
AEEI,20040226,0.00900,0.00900,0.00900,0.00900,1300,0.00900
AEEI,20040301,0.01000,0.01000,0.01000,0.01000,25000,0.01000
AEEI,20040303,0.00900,0.00900,0.00900,0.00900,1422,0.00900
AEEI,20040305,0.00900,0.00900,0.00900,0.00900,700,0.00900
AEEI,20040312,0.00900,0.00900,0.00900,0.00900,800,0.00900
AEEI,20040315,0.00900,0.00900,0.00900,0.00900,14900,0.00900
AEEI,20040323,0.00900,0.00900,0.00900,0.00900,4000,0.00900
AEEI,20040420,0.00900,0.00900,0.00900,0.00900,1502,0.00900
AEEI,20040422,0.00900,0.00900,0.00900,0.00900,11992,0.00900
AEEI,20040426,0.00900,0.00900,0.00900,0.00900,1500,0.00900
AEEI,20040503,0.00900,0.00900,0.00900,0.00900,1500,0.00900
AEEI,20040506,0.00900,0.00900,0.00900,0.00900,2000,0.00900
AEEI,20040511,0.00900,0.00900,0.00900,0.00900,1000,0.00900
AEEI,20040513,0.00900,0.00900,0.00900,0.00900,500,0.00900
AEEI,20040517,0.00900,0.00900,0.00900,0.00900,1250,0.00900
AEEI,20040519,0.00900,0.00900,0.00900,0.00900,9000,0.00900
AEEI,20040521,0.00900,0.00900,0.00401,0.00401,71000,0.00401
AEEI,20040525,0.00500,0.00500,0.00500,0.00500,346,0.00500
AEEI,20040526,0.00500,0.00500,0.00500,0.00500,3830,0.00500
AEEI,20040527,0.00500,0.00500,0.00500,0.00500,1038,0.00500
AEEI,20040604,0.00500,0.00500,0.00500,0.00500,7826,0.00500
AEEI,20040615,0.00500,0.00500,0.00500,0.00500,2000,0.00500
AEEI,20040625,0.00500,0.00500,0.00500,0.00500,1616,0.00500
AEEI,20040629,0.00500,0.00500,0.00500,0.00500,678,0.00500
AEEI,20040630,0.00500,0.00500,0.00500,0.00500,12500,0.00500
AEEI,20040701,0.00701,0.00701,0.00701,0.00701,119300,0.00701
AEEI,20040709,0.00601,0.00601,0.00601,0.00601,500,0.00601
AEEI,20040722,0.01000,0.01000,0.01000,0.01000,12500,0.01000
AEEI,20040727,0.00801,0.00801,0.00701,0.00701,15000,0.00701
AEEI,20040729,0.00301,0.00301,0.00301,0.00301,7918,0.00301
AEEI,20040804,0.00500,0.00500,0.00500,0.00500,22000,0.00500
